id_syndrome,nom_syndrome,description_synd,categorie_synd,organe_associe,id_syndrome_formule,id_formule,id_x,nom_link,nom_alternatif,description_form,indications,posologie,contre_indications,pharmacologie,toxicologie,composition,etudes_cliniques,remarques,categorie_form,date_creation,statut,id_y,plante_id,formule_id,role_formule,pourcentage_formule,id,nom_plant,nom_chinois,nom_latin,partie_utilisee,description,score_role
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,164,44,17,Ministre,10.5,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,165,18,17,Ministre,5.3,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",7
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,166,41,17,Conseiller,10.5,41,,龙眼肉,Dimocarpus longan,Fruit,"Nourrit le Sang, calme l'Esprit. Utilisée pour l'insomnie et la fatigue mentale.",4
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,167,40,17,Conseiller,10.5,40,,酸枣仁,Ziziphus jujuba,Fruit,"Calme l'Esprit, favorise le sommeil. Utilisé pour l'insomnie et l'agitation nerveuse.",4
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,168,17,17,Conseiller,10.5,17,,茯苓,Poria cocos,Sclérote,"Diurétique, élimine l'humidité, renforce la Rate. Utilisé pour les œdèmes et les troubles digestifs.",4
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,169,42,17,Conseiller,10.5,42,,远志,Polygala tenuifolia,Racine,"Calme l'Esprit, améliore la mémoire. Utilisée pour les troubles cognitifs et l'anxiété.",4
11,anémie,,Vide de Sang,Foie,29,17,17,Gui Pi Tang,Décoction pour restaurer la Rate,Tonifie le Qi et le Sang. Nourrit le Cœur et calme l'Esprit.,"anxiété, insomnies, fatigue nerveuse, vide de Qi et de Sang de la Rate et du Cœur",2 gélules matin et soir avant les repas. Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique.,Déconseillé aux personnes sous anticoagulant ou traitement antidiabétique,,,,,,Rate-Cœur,,Validée,170,43,17,Ambassadeur,9.4,43,,木香,Aucklandia lappa,Racine,"Régule le Qi, soulage les douleurs abdominales. Utilisé pour les ballonnements et les indigestions.",2
12,angine de poitrine,,Stases de Sang,Cœur,30,4,4,San Qi Dan Shen Chi Shao,C-Tonic,Mobilise le Sang et élimine les Stases,"palpitations, troubles coronariens, vascularites, vide de Qi et de Yin du Poumon/Cœur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Cœur,,Validée,64,14,4,Empereur,40.0,14,,三七,Panax notoginseng,Racine,"Active la circulation sanguine, réduit les stases. Utilisé pour les troubles cardiaques et les douleurs thoraciques.",10
12,angine de poitrine,,Stases de Sang,Cœur,30,4,4,San Qi Dan Shen Chi Shao,C-Tonic,Mobilise le Sang et élimine les Stases,"palpitations, troubles coronariens, vascularites, vide de Qi et de Yin du Poumon/Cœur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Cœur,,Validée,65,15,4,Ministre,40.0,15,,丹参,Salvia miltiorrhiza,Racine,"Mobilise le Sang, traite les troubles coronariens et les inflammations vasculaires.",7
12,angine de poitrine,,Stases de Sang,Cœur,30,4,4,San Qi Dan Shen Chi Shao,C-Tonic,Mobilise le Sang et élimine les Stases,"palpitations, troubles coronariens, vascularites, vide de Qi et de Yin du Poumon/Cœur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Cœur,,Validée,66,19,4,Conseiller,20.0,19,,白芍,Paeonia lactiflora,Racine,"Nourrit le Sang, calme les spasmes. Indiquée pour les règles douloureuses et l'agitation nerveuse.",4
13,angoisses,,Stagnation de Qi,Foie,32,16,16,Yi Zhi,Décoction pour nourrir l'Esprit,Tonifie le Foie et les Reins. Nourrit le Jing.,"insomnies, mémoire défaillante, sénilité, vieillissement",2 gélules matin et soir avant les repas,,,,,,,Esprit,,Validée,159,51,16,Empereur,50.0,51,,连翘,Forsythia suspensa,Fruit,"Antibactérien, anti-inflammatoire. Utilisé pour les infections et les fièvres.",10
13,angoisses,,Stagnation de Qi,Foie,32,16,16,Yi Zhi,Décoction pour nourrir l'Esprit,Tonifie le Foie et les Reins. Nourrit le Jing.,"insomnies, mémoire défaillante, sénilité, vieillissement",2 gélules matin et soir avant les repas,,,,,,,Esprit,,Validée,160,36,16,Ministre,50.0,36,,五味子,Schisandra chinensis,Fruit,"Tonifie les Reins, calme l'Esprit. Utilisé pour la fatigue et les troubles respiratoires.",7
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,82,21,6,Empereur,13.8,21,,杜仲,Eucommia ulmoides,Écorce,"Renforce les tendons et les os, tonifie les Reins. Utile en cas de lombalgies et faiblesse articulaire.",10
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,83,53,6,Ministre,10.3,53,,牛膝,Achyranthes bidentata,Racine,"Tonifie les Reins, active la circulation. Utilisé pour les douleurs lombaires et les troubles articulaires.",7
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,84,44,6,Ministre,10.3,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,85,11,6,Conseiller,6.9,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",4
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,86,34,6,Conseiller,10.3,34,,肉桂,Cinnamomum cassia,Écorce,"Réchauffe le corps, tonifie le Yang. Utile en cas de frilosité et de douleurs articulaires.",4
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,87,22,6,Conseiller,6.9,22,,人参,Panax ginseng,Racine,"Tonifiant général, améliore l'énergie, réduit le stress et renforce l'immunité.",4
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,88,33,6,Conseiller,6.9,33,,川芎,Ligusticum wallichii,Rhizome,"Active la circulation sanguine, soulage les douleurs. Utilisé pour les maux de tête et les règles douloureuses.",4
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,89,17,6,Conseiller,6.9,17,,茯苓,Poria cocos,Sclérote,"Diurétique, élimine l'humidité, renforce la Rate. Utilisé pour les œdèmes et les troubles digestifs.",4
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,90,19,6,Conseiller,6.9,19,,白芍,Paeonia lactiflora,Racine,"Nourrit le Sang, calme les spasmes. Indiquée pour les règles douloureuses et l'agitation nerveuse.",4
14,ankylose du cou et des épaules,,Vent,Foie,35,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,91,18,6,Ambassadeur,6.9,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",2
15,anomalies spermatiques,,Vide de Yang,Rein,37,5,5,Dong Chong Xia Cao,Cordyceps,"Nourrit le Poumon et le Rein, consolide le Jing","asthénies sexuelles, impuissance, problèmes de fécondité, vide de Poumon et de Rein",2 gélules matin et soir avant les repas,,"Nourrit le Qi, Protège le Rein",,,,,Rein,,Validée,67,16,5,Empereur,100.0,16,,冬虫夏草,Cordyceps sinensis,Champignon,"Tonifie les Reins et les Poumons, améliore l'énergie et la libido. Utilisé en cas de fatigue chronique.",10
16,antioxydants,,,,39,2,2,Huang Qi,Astragale,Contribue à stimuler les défenses immunitaires,"asthénies, immunité insuffisante, fatigue physique/intellectuelle, vide de Qi et de Yin",2 gélules matin et soir avant les repas. Demander un avis médical en cas d’antécédents de cancer du sein ou de grossesse.,Déconseillé en cas de cancer du sein ou de grossesse,"Immunostimulante, Antioxydante, Hépato protectrice",Aucune toxicité (LD50 non détectable),,,,Immunité,,Validée,59,12,2,Empereur,100.0,12,,黄芪,Astragalus membranaceus,Racine,"Stimule les défenses immunitaires, tonifie le Qi. Indiquée en cas de fatigue, convalescence et faiblesse générale.",10
17,apathie,,Vide de Qi,Rate,41,2,2,Huang Qi,Astragale,Contribue à stimuler les défenses immunitaires,"asthénies, immunité insuffisante, fatigue physique/intellectuelle, vide de Qi et de Yin",2 gélules matin et soir avant les repas. Demander un avis médical en cas d’antécédents de cancer du sein ou de grossesse.,Déconseillé en cas de cancer du sein ou de grossesse,"Immunostimulante, Antioxydante, Hépato protectrice",Aucune toxicité (LD50 non détectable),,,,Immunité,,Validée,59,12,2,Empereur,100.0,12,,黄芪,Astragalus membranaceus,Racine,"Stimule les défenses immunitaires, tonifie le Qi. Indiquée en cas de fatigue, convalescence et faiblesse générale.",10
17,apathie,,Vide de Qi,Rate,42,10,10,Si Jun Zi Tang,Décoction des 4 Gentilshommes,Tonifie le Qi de la Rate.,"asthénies, ballonnements, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,111,22,10,Empereur,29.3,22,,人参,Panax ginseng,Racine,"Tonifiant général, améliore l'énergie, réduit le stress et renforce l'immunité.",10
17,apathie,,Vide de Qi,Rate,42,10,10,Si Jun Zi Tang,Décoction des 4 Gentilshommes,Tonifie le Qi de la Rate.,"asthénies, ballonnements, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,112,44,10,Ministre,26.7,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
17,apathie,,Vide de Qi,Rate,42,10,10,Si Jun Zi Tang,Décoction des 4 Gentilshommes,Tonifie le Qi de la Rate.,"asthénies, ballonnements, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,113,17,10,Conseiller,26.7,17,,茯苓,Poria cocos,Sclérote,"Diurétique, élimine l'humidité, renforce la Rate. Utilisé pour les œdèmes et les troubles digestifs.",4
17,apathie,,Vide de Qi,Rate,42,10,10,Si Jun Zi Tang,Décoction des 4 Gentilshommes,Tonifie le Qi de la Rate.,"asthénies, ballonnements, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,114,18,10,Ambassadeur,17.3,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",2
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,180,12,19,Empereur,16.9,12,,黄芪,Astragalus membranaceus,Racine,"Stimule les défenses immunitaires, tonifie le Qi. Indiquée en cas de fatigue, convalescence et faiblesse générale.",10
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,181,44,19,Ministre,11.2,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,182,22,19,Ministre,16.9,22,,人参,Panax ginseng,Racine,"Tonifiant général, améliore l'énergie, réduit le stress et renforce l'immunité.",7
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,183,18,19,Ministre,16.9,18,,甘草,Glycyrrhiza uralensis,Racine,"Anti-inflammatoire, harmonise les formules. Traite les troubles digestifs et les inflammations.",7
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,184,11,19,Conseiller,11.2,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",4
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,185,28,19,Conseiller,6.7,28,,黄连,Coptis chinensis,Rhizome,"Antibactérien, traite les infections digestives et les inflammations buccales.",4
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,186,23,19,Ambassadeur,13.5,23,,柴胡,Bupleurum chinense,Racine,"Harmonise le Foie, soulage les douleurs hypocondriaques et les syndromes grippaux.",2
17,apathie,,Vide de Qi,Rate,43,19,19,Bu Zhong Yi Qi,Décoction pour tonifier le Centre et augmenter le Qi,Tonifie le Qi du Foyer Médian. Fait élever le Yang et le Qi.,"asthénies, diarrhées chroniques, vide de Qi de la Rate",2 gélules matin et soir avant les repas. Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein.,Déconseillé aux enfants et aux femmes ayant des antécédents de cancer du sein,,,,,,Rate,,Validée,187,58,19,Ambassadeur,6.7,58,,生姜,Zingiber officinale,Rhizome,"Réchauffe le corps, soulage les nausées. Utilisé pour les troubles digestifs et les frilosités.",2
18,aphasie,,Stases de Sang,Cœur,44,4,4,San Qi Dan Shen Chi Shao,C-Tonic,Mobilise le Sang et élimine les Stases,"palpitations, troubles coronariens, vascularites, vide de Qi et de Yin du Poumon/Cœur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Cœur,,Validée,64,14,4,Empereur,40.0,14,,三七,Panax notoginseng,Racine,"Active la circulation sanguine, réduit les stases. Utilisé pour les troubles cardiaques et les douleurs thoraciques.",10
18,aphasie,,Stases de Sang,Cœur,44,4,4,San Qi Dan Shen Chi Shao,C-Tonic,Mobilise le Sang et élimine les Stases,"palpitations, troubles coronariens, vascularites, vide de Qi et de Yin du Poumon/Cœur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Cœur,,Validée,65,15,4,Ministre,40.0,15,,丹参,Salvia miltiorrhiza,Racine,"Mobilise le Sang, traite les troubles coronariens et les inflammations vasculaires.",7
18,aphasie,,Stases de Sang,Cœur,44,4,4,San Qi Dan Shen Chi Shao,C-Tonic,Mobilise le Sang et élimine les Stases,"palpitations, troubles coronariens, vascularites, vide de Qi et de Yin du Poumon/Cœur",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes.,Déconseillé aux femmes enceintes,,,,,,Cœur,,Validée,66,19,4,Conseiller,20.0,19,,白芍,Paeonia lactiflora,Racine,"Nourrit le Sang, calme les spasmes. Indiquée pour les règles douloureuses et l'agitation nerveuse.",4
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,82,21,6,Empereur,13.8,21,,杜仲,Eucommia ulmoides,Écorce,"Renforce les tendons et les os, tonifie les Reins. Utile en cas de lombalgies et faiblesse articulaire.",10
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,83,53,6,Ministre,10.3,53,,牛膝,Achyranthes bidentata,Racine,"Tonifie les Reins, active la circulation. Utilisé pour les douleurs lombaires et les troubles articulaires.",7
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,84,44,6,Ministre,10.3,44,,白术,Atractylodes macrocephala,Rhizome,"Tonifie la Rate, élimine l'humidité. Utile en cas de fatigue et de troubles digestifs.",7
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,85,11,6,Conseiller,6.9,11,,当归,Angelica sinensis,Racine,"Tonifie et harmonise le Sang. Utilisée pour les troubles menstruels, l'anémie, les douleurs localisées et les problèmes de circulation.",4
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,86,34,6,Conseiller,10.3,34,,肉桂,Cinnamomum cassia,Écorce,"Réchauffe le corps, tonifie le Yang. Utile en cas de frilosité et de douleurs articulaires.",4
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,87,22,6,Conseiller,6.9,22,,人参,Panax ginseng,Racine,"Tonifiant général, améliore l'énergie, réduit le stress et renforce l'immunité.",4
20,application de chaleur fait du bien,,Vide de Yang,Rein,47,6,6,Du Huo Ji Shen Tang,Décoction d'Angélique et de Lorantis,"Disperse le Vent, l’Humidité et le Froid. Tonifie le Qi et le Sang.","arthrose, douleurs articulaires, lombalgie, rhumatismes",2 gélules matin et soir avant les repas. Déconseillé aux femmes enceintes ou allaitantes.,Déconseillé aux femmes enceintes ou allaitantes,,,,,,Articulations,,Validée,88,33,6,Conseiller,6.9,33,,川芎,Ligusticum wallichii,Rhizome,"Active la circulation sanguine, soulage les douleurs. Utilisé pour les maux de tête et les règles douloureuses.",4
